images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,source domain,target domain,target modality,source modality
Image_(3790).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3791).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3792).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3793).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,
Image_(3794).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3795).jpg,7(surprise),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3796).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3797).jpg,3(anger),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3798).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3799).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(38).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,做爱,日,text,text
Image_(380).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),1,text dominant,死,洗,text,text
Image_(3800).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3801).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3802).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3803).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3804).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3805).jpg,2(love),3(very),2(expressive),0(non-offensive),1,complementary,木马,亲亲,text,complementary
Image_(3806).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3807).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3808).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3809).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(381).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,text dominant,自己,寄几,text,text
Image_(3810).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3811).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3812).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3813).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3814).jpg,6(hate),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3815).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3816).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3817).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3818).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3819).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(382).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),1,text dominant,饶,摇,text,text
Image_(3820).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3821).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3822).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3823).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3824).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3825).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3826).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3827).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3828).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3829).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(383).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),1,complementary,你,玩具,text,image
Image_(3830).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3831).jpg,2(love),3(very),1(interactive),0(non-offensive),0,,,,,
Image_(3832).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3833).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3834).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3835).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3836).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3837).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3838).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3839).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(384).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,猪,男人,text,text
Image_(3840).jpg,2(love),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3841).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3842).jpg,3(anger),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3843).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3844).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3845).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3846).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3847).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3848).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3849).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(385).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,text dominant,超,敲,text,text
Image_(3850).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3851).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3852).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3853).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3854).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3855).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3856).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3857).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3858).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3859).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(386).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,想；出去玩,响；出去丸,text,text
Image_(3860).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3861).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3862).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3863).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3864).jpg,6(hate),2(moderately),4(offensive),1(slightly),0,,,,,
Image_(3865).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3866).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3867).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3868).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3869).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,
Image_(387).jpg,3(anger),2(moderately),4(offensive),1(slightly),1,complementary,脚,jio,image,text
Image_(3870).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3871).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3872).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3873).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3874).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3875).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3876).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3877).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3878).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3879).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(388).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,complementary,你；我,玩具；小孩,text,image
Image_(3880).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,响；丸,想；玩,text,text
Image_(3881).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3882).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3883).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3884).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3885).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3886).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3887).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3888).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3889).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(389).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,text dominant,小白菜,我,text,text
Image_(3890).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3891).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3892).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3893).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3894).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3895).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3896).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3897).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3898).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3899).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(39).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),1,text dominant,壳,阔,text,text
Image_(390).jpg,3(anger),1(slightly),4(offensive),2(moderately),1,text dominant,毛病,猫病,text,text
Image_(3900).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3901).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3902).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3903).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3904).jpg,3(anger),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(3905).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3906).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3907).jpg,6(hate),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3908).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3909).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(391).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),1,complementary,脚；死,jio；洗,image,text
Image_(3910).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3911).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3912).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3913).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3914).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3915).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3916).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3917).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3918).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3919).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(392).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,呀,鸭,text,text
Image_(3920).jpg,3(anger),2(moderately),4(offensive),2(moderately),0,,,,,
Image_(3921).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3922).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3923).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3924).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3925).jpg,5(fear),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3926).jpg,6(hate),3(very),4(offensive),3(very),0,,,,,
Image_(3927).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,
Image_(3928).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3929).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(393).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,舒服,舒fu,text,text
Image_(3930).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3931).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3932).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3933).jpg,3(anger),2(moderately),1(interactive),1(slightly),0,,,,,
Image_(3934).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3935).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3936).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3937).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3938).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3939).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(394).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,谢,蟹,text,text
Image_(3940).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3941).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3942).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3943).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3944).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3945).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3946).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3947).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3948).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3949).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(395).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,快乐水,果汁,text,image
Image_(3950).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3951).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3952).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3953).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3954).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3955).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3956).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3957).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3958).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3959).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(396).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,开心,开森,image,text
Image_(3960).jpg,3(anger),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3961).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3962).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3963).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3964).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3965).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3966).jpg,4(sorrow),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3967).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3968).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3969).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(397).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,好犀利,猴赛雷,text,text
Image_(3970).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3971).jpg,6(hate),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3972).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3973).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3974).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3975).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3976).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3977).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3978).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3979).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(398).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),1,text dominant,超,敲,text,text
Image_(3980).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3981).jpg,1(happiness),3(very),2(expressive),1(slightly),0,,,,,
Image_(3982).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3983).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3984).jpg,3(anger),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3985).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3986).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3987).jpg,1(happiness),1(slightly),2(expressive),1(slightly),0,,,,,
Image_(3988).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,
Image_(3989).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(399).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,难受；想哭,蓝瘦；香菇,image,text
Image_(3990).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3991).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,
Image_(3992).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3993).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3994).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,
Image_(3995).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3996).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,
Image_(3997).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,
Image_(3998).jpg,2(love),2(moderately),1(interactive),0(non-offensive),0,,,,,
Image_(3999).jpg,6(hate),1(slightly),4(offensive),2(moderately),0,,,,,
Image_(4).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,心灰意冷,心肥意冷,complementary,text
